1963;138;8 1/2;Drama;80;Yes
1968;139;2001: A Space Odyssey;Science Fiction;83;No
1982;92;48 Hrs.;Action;67;No
1966;95;A Big Hand for the Little Lady;Comedy;12;No
1992;60;A Certain Sacrifice;Music;24;No
1962;105;A Child Is Waiting;Drama;60;No
1985;118;A Chorus Line, The Movie;Music;71;No
1990;89;A Chorus of Disapproval;Comedy;0;No
1971;138;A Clockwork Orange;Science Fiction;83;Yes
1967;100;A Coeur Joie, (Head Over Heels);Action;54;No
1988;122;A Cry in the Dark;Drama;67;No
1992;96;A Day in October;Drama;76;No
1989;97;A Dry White Season;Drama;71;No
1966;104;A Fine Madness;Comedy;6;No
1988;108;A Fish Called Wanda;Comedy;7;Yes
1964;102;A Fistful of Dollars;Westerns;61;No
1954;96;A Lesson in Love;Comedy;48;No
1977;110;A Little Night Music;Music;61;No
1966;103;A Man & a Woman;Drama;46;Yes
1986;112;A Man & a Woman: Twenty Years Later;Drama;49;No
1966;120;A Man for All Seasons;Drama;20;Yes
1976;97;A Matter of Time;Drama;70;No
1988;92;A Month in the Country;Drama;57;No
1971;102;A New Leaf;Comedy;83;No
1988;104;A New Life;Comedy;53;No
1931;87;A Nous la Liberte;Drama;60;No
1965;106;A Patch of Blue;Drama;51;No
1982;150;A Question of Honor;Drama;80;No
1964;101;A Shot in the Dark;Comedy;51;No
1990;93;A Show of Force;Drama;1;No
1986;94;A Smoky Mountain Christmas;Music;23;No
1977;105;A Special Day;Drama;80;Yes
1946;110;A Stolen Life;Drama;20;No
1951;122;A Streetcar Named Desire;Drama;75;Yes
1973;103;A Touch of Class;Comedy;79;Yes
1962;134;A Very Private Affair;Drama;30;No
1990;131;A View to a Kill;Action;44;No
1969;98;A Walk in the Spring Rain;Drama;2;No
1982;195;A Woman Called Golda;Drama;15;Yes
1938;104;A Woman's Face;Drama;49;No
1984;106;A Year of the Quiet Sun;Drama;78;No
1986;113;About Last Night;Drama;66;No
1981;116;Absence of Malice;Drama;76;No
1988;121;Accidental Tourist, The;Comedy;56;Yes
1988;110;Accused, The;Drama;71;Yes
1990;101;Act of Piracy;Mystery;74;No
1970;100;Adam at 6 A.M.;Drama;3;No
1991;101;Adam's Rib;Comedy;62;No
1992;102;Addams Family, The;Comedy;8;No
1992;88;Adventures in Dinosaur City;Action;19;No
1935;234;Adventures of Rex & Rinty, The;Western;87;No
1975;91;Adventures of Sherlock Holmes' Smarter;Comedy;42;No
1943;265;Adventures of Smilin' Jack, The;Mystery;77;No
1952;98;Affair in Trinidad;Drama;49;No
1991;114;After Dark My Sweet;Mystery;33;No
1985;97;After Hours;Comedy;81;No
1989;89;After School;Drama;59;No
1966;103;After the Fox;Comedy;60;No
1983;72;After the Rehearsal;Drama;0;No
1990;92;After the Shock;Drama;28;No
1970;137;Airport;Drama;0;Yes
1960;164;Alamo, The;Action;29;No
1992;95;Alan & Naomi;Drama;3;No
1993;30;Alfred Hitchcock Presents, Sorcerer's Apprentice;Mystery;60;No
1990;106;Alice;Comedy;22;No
1975;112;Alice Doesn't Live Here Anymore;Comedy;82;Yes
1979;117;Alien;Science Fiction;83;No
1992;115;Alien Three;Science Fiction;59;No
1997;109;Alien: resurrection;Science Fiction;60;No
1986;137;Aliens;Science Fiction;82;No
1950;138;All about Eve;Drama;23;Yes
1990;87;All New Tales from the Crypt, A Trilogy;Horror;33;No
1976;139;All the President's Men;Drama;45;Yes
1983;91;All the Right Moves;Drama;65;No
1939;80;Allegheny Uprising;Drama;53;No
1987;95;Allnighter, The;Comedy;71;No
1990;98;Almost an Angel;Comedy;14;No
1982;92;Alone in the Dark;Horror;75;No
1986;132;Alrededor de Medianoche;Drama;47;No
1990;103;Altered States;Science Fiction;22;No
1984;158;Amadeus;Drama;6;Yes
1974;124;Amarcord;Drama;50;Yes
1990;88;Amazon;Action;30;No
1931;68;Ambassador Bill;Comedy;66;No
1991;60;America's Music, Blues;Music;54;No
1992;60;America's Music, Gospel;Music;13;No
1989;99;American Angels: Baptism of Blood, The;Drama;28;No
1986;100;American Anthem;Drama;74;No
1989;90;American Autobahn;Drama;75;No
1992;72;American Film Institute, Alfred Hitchcock;Mystery;70;No
1977;127;American Friend, The;Mystery;35;No
1973;112;American Graffiti;Comedy;39;Yes
1982;92;An Evening with Robin Williams;Comedy;68;No
1982;125;An Officer & a Gentleman;Drama;1;Yes
1956;106;Anastasia;Drama;24;Yes
1957;90;And God Created Woman;Drama;29;No
1971;88;And Now for Something Completely Different;Comedy;44;No
1971;98;Anderson Tapes, The;Mystery;1;No
1947;96;Angel & the Badman;Western;84;No
1977;91;Angela;Drama;80;No
1985;82;Angelic Conversation, The;Comedy;41;No
1930;92;Anna Christie;Drama;0;No
1935;96;Anna Karenina;Drama;35;Yes
1977;94;Annie Hall;Comedy;68;Yes
1990;98;Another Forty-Eight Hours;Action;54;No
1958;98;Another Time, Another Place;Drama;4;No
1988;81;Another Woman;Drama;7;No
1991;98;Another You;Comedy;75;No
1954;91;Apache;Western;78;No
1992;83;Apache Woman;Western;32;No
1943;64;Ape Man, The;Horror;83;No
1979;153;Apocalypse Now;Drama;8;No
1966;99;Appaloosa, The;Western;15;No
1953;79;Appointment in Honduras;Drama;7;No
1988;103;Appointment with Death;Mystery;75;No
1974;121;Apprenticeship of Duddy Kravitz, The;Drama;64;Yes
1987;88;Arrogant, The;Drama;62;No
1931;95;Arrowsmith;Drama;84;No
1981;97;Arthur;Comedy;79;Yes
1932;71;As You Desire Me;Drama;85;No
1973;99;Ash Wednesday;Drama;54;No
1950;112;Asphalt Jungle, The;Action;77;No
1986;140;Assault, The;Drama;71;Yes
1991;186;At Play in the Fields of the Lord;Drama;81;No
1979;87;Attack of the Killer Tomatoes;Comedy;47;No
1987;103;Au Revoir les Enfants;Drama;35;No
1991;113;Audrey Rose;Drama;62;No
1978;97;Autumn Sonata;Drama;49;Yes
1991;120;Awakenings;Drama;8;No
1989;74;B. A. D. Cats;Action;87;No
1987;102;Babette's Feast;Drama;79;Yes
1933;72;Baby Face;Drama;66;No
1939;85;Back Door to Heaven;Drama;83;No
1992;88;Back in the U.S.S.R.;Action;61;No
1987;92;Back to the Beach;Comedy;45;No
1985;116;Back to the Future;Comedy;9;No
1989;116;Back to the Future II;Comedy;65;No
1983;123;Bad Boys;Drama;7;No
1956;129;Bad Seed, The;Horror;69;No
1960;152;Bad Sleep Well, The;Drama;65;No
1988;96;Baja Oklahoma;Comedy;71;No
1982;128;Ballad of Narayama, The;Drama;88;No
1948;59;Bandits of Dark Canyon;Western;72;No
1968;106;Bandolero!;Western;9;No
1973;96;Bang the Drum Slowly;Drama;73;No
1958;104;Barbarian & the Geisha, The;Action;52;No
1987;97;Barfly;Drama;23;No
1992;123;Basic Instinct;Mystery;41;No
1991;90;Basil The Rat;Comedy;9;No
1991;115;Bataan;War;68;No
1989;126;Batman;Action;14;No
1942;18;Battle of Midway, The;War;75;No
1949;119;Battleground, The;War;7;No
1989;90;Beartooth;Action;70;No
1984;106;Beat Street;Drama;72;No
1992;90;Beauty & the Beast;Science Fiction;14;No
1967;107;Bedazzled;Comedy;67;No
1963;99;Bedtime Story;Comedy;7;No
1971;109;Beguiled, The;Drama;60;No
1979;129;Being There;Comedy;31;Yes
1990;94;Bellboy & the Playgirls, The;Drama;7;No
1945;126;Bells of St. Mary's, The;Drama;31;No
1984;94;Best Defense;Comedy;75;No
1982;109;Best Friends;Comedy;74;No
1990;56;Best of Candid Camera, The;Comedy;12;No
1983;60;Best of the Big Laff Off, The;Comedy;20;No
1986;104;Best of Times, The;Comedy;88;No
1986;120;Betty Blue;Drama;71;No
1983;105;Between Friends;Drama;54;No
1986;95;Between Two Women;Drama;52;No
1984;105;Beverly Hills Cop;Comedy;41;No
1987;103;Beverly Hills Cop II;Comedy;37;No
1983;104;Beyond the Limit;Drama;51;No
1990;90;Big Bad John;Action;84;No
1993;53;Big Bands, The;Music;48;No
1988;118;Big Blue, The;Drama;7;No
1972;71;Big Bust Out, The;Action;50;No
1978;108;Big Fix, The;Mystery;19;No
1971;110;Big Jake;Action;68;No
1952;90;Big Jim McLain;Western;14;No
1987;91;Big Shots;Action;5;No
1988;90;Big Top Pee-wee;Comedy;17;No
1987;109;Big Town, The;Drama;11;No
1931;110;Big Trail, The;Western;22;No
1993;60;Bill Cosby, Live at Harrah's;Comedy;13;No
1988;161;Bird;Drama;24;No
1976;90;Black & White in Color;Comedy;24;Yes
1989;125;Black Rain;Action;73;No
1977;143;Black Sunday;Drama;76;No
1987;101;Black Widow;Mystery;54;No
1929;84;Blackmail;Mystery;2;No
1982;117;Blade Runner;Action;1;No
1983;90;Blame It on Rio;Comedy;10;No
1992;79;Blame It on the Bellboy;Comedy;69;No
1987;95;Blind Date;Comedy;7;No
1991;86;Blind Man's Bluff;Mystery;64;No
1989;103;Blood & Guns;Action;43;No
1955;115;Blood Alley;War;15;No
1979;112;Blood Feud;Action;52;No
1945;94;Blood on the Sun;Drama;76;No
1991;89;Bloodbath;Horror;37;No
1978;117;Bloodbrothers;Drama;11;No
1988;92;Bloodsport;Action;78;No
1990;89;Bloodsucking Pharaohs in Pittsburgh;Comedy;79;No
1970;90;Bloody Mama;Action;17;No
1970;26;Bloopers from Star Trek;Comedy;22;No
1986;83;Blue City;Action;38;No
1988;88;Blue Iguana, The;Drama;65;No
1986;120;Blue Velvet;Mystery;6;No
1977;124;Bobby Deerfield;Drama;36;No
1967;103;Bobo, The;Comedy;80;No
1987;93;Bodycount;Action;51;No
1948;60;Bold Frontiersman, The;Western;18;No
1990;126;Bonfire of the Vanities, The;Drama;82;No
1991;116;Boom Town;Drama;73;No
1992;54;Border Feud;Action;43;No
1990;110;Border Shootout;Action;7;No
1948;110;Border Street;Drama;73;No
1989;145;Born on the Fourth of July;Drama;8;Yes
1991;88;Born to Ride;Action;59;No
1984;130;Bounty, The;Drama;25;No
1991;60;Boxing Babes;Action;9;No
1971;137;Boy Friend, THe;Music;8;No
1986;97;Boy in Blue, The;Drama;63;No
1986;120;Boy Who Could Fly, The;Drama;25;No
1938;96;Boys Town;Drama;21;Yes
1989;90;Branford Marsalis, Steep;Music;52;No
1975;111;Brannigan;Drama;64;No
1978;111;Brass Target;Action;53;No
1983;97;Breathless;Action;51;No
1958;90;Bride Is Much Too Beautiful, The;Comedy;70;No
1990;108;Bright Lights, Big City;Drama;30;No
1957;82;Brink of Life;Drama;57;No
1984;85;Broadway Danny Rose;Comedy;14;No
1980;116;Bronco Billy;Westerns;57;No
1979;92;Brood, The;Horror;51;No
1984;110;Buddy System, The;Drama;48;No
1979;89;Buffet Froid;Comedy;75;No
1987;95;Bullseye!;Comedy;8;No
1989;101;Burbs, The;Comedy;42;No
1987;102;Burglar;Comedy;44;No
1970;112;Burn!;Drama;75;No
1991;60;Burning Poles, Cecil Taylor in Performance;Music;82;No
1976;116;Burnt Offerings;Horror;35;No
1941;57;Bury Me Not on the Lone Prairie;Western;85;No
1987;89;Business As Usual;Comedy;17;No
1969;110;Butch Cassidy & the Sundance Kid;Western;29;Yes
1972;109;Butterflies Are Free;Drama;82;Yes
1972;128;Cabaret;Drama;59;Yes
1969;103;Cactus Flower;Comedy;67;Yes
1980;99;Caddyshack;Comedy;70;No
1988;98;Caddyshack 2;Comedy;34;No
1990;97;Cadillac Man;Comedy;28;No
1973;102;Cahill, United States Marshal;Western;12;No
1978;103;California Suite;Comedy;11;Yes
1936;110;Camille;Drama;74;No
1990;149;Camille Claudel;Drama;32;No
1987;94;Campus Man;Drama;38;No
1972;99;Cancel My Reservation;Comedy;60;No
1988;90;Cannibal Women in the Avocado Jungle of Death;Comedy;56;No
1981;96;Cannonball Run, The;Comedy;80;No
1992;128;Cape Fear;Mystery;7;No
1959;88;Carlton-Browne of the F.O.;Comedy;63;No
1971;96;Carnal Knowledge;Drama;10;No
1988;85;Casablanca Express;Action;33;No
1956;27;Case of the Mukkinese Battle Horn, The;Comedy;45;No
1986;100;Casino;Mystery;5;No
1967;130;Casino Royale;Comedy;11;No
1987;118;Castaway;Drama;41;No
1965;97;Cat Ballou;Comedy;62;Yes
1991;98;Cat Chaser;Drama;6;No
1974;82;Catamount Killing, The;Action;84;No
1970;117;Catch Twenty-Two;Comedy;50;No
1989;88;Center of the Web;Mystery;42;No
1981;124;Chariots of Fire;Drama;6;Yes
1968;103;Charly;Drama;38;Yes
1990;96;Chattahoochee;Drama;30;No
1947;61;Check Your Guns;Western;80;No
1988;89;Cheerleader Camp;Horror;79;No
1957;60;Cheyenne, The Iron Trail;Western;1;No
1986;119;Children of a Lesser God;Drama;20;Yes
1961;109;Children's Hour, The;Drama;60;No
1979;122;China Syndrome, The;Drama;43;No
1974;131;Chinatown;Drama;55;Yes
1970;111;Chisum;Western;72;No
1981;135;Choice of Arms;Action;87;No
1985;128;Christopher Columbus;Drama;69;No
1992;121;Christopher Columbus: The Discovery;Adventure;39;No
1967;105;Chuka;Western;47;No
1988;100;Ciao Italia, Madonna Live from Italy;Music;74;No
1931;125;Cimarron;Western;44;Yes
1991;85;Circuitry Man;Action;78;No
1964;132;Circus World;Drama;29;No
1992;135;City of Joy;Drama;87;No
1985;100;Clan of the Cave Bear, The;Drama;73;No
1988;100;Clara's Heart;Drama;60;No
1992;100;Class Act;Drama;88;No
1982;93;Class of 1984;Drama;23;No
1963;243;Cleopatra;Drama;80;No
1946;106;Cloak & Dagger;Mystery;55;No
1986;96;Clockwise;Comedy;10;No
1966;123;Closely Watched Trains;Drama;75;Yes
1986;87;Cobra;Action;57;No
1979;85;Cocaine Cowboys;Action;17;No
1988;103;Cocktail;Drama;13;No
1985;117;Cocoon;Science Fiction;45;Yes
1985;95;Code Name, Emerald;Drama;22;No
1986;119;Color of Money, The;Drama;6;Yes
1988;127;Colors;Drama;23;No
1978;114;Coma;Science Fiction;64;No
1952;99;Come Back, Little Sheba;Drama;50;Yes
1977;75;Comedy Tonight;Comedy;18;No
1991;102;Comfort of Strangers, The;Mystery;5;No
1986;120;Comic Relief;Comedy;69;No
1988;116;Coming to America;Comedy;11;No
1980;129;Competition, The;Drama;45;No
1982;128;Conan the Barbarian;Action;45;No
1970;107;Conformist, The;Drama;72;No
1964;102;Contempt;Drama;81;No
1988;83;Control;Drama;27;No
1992;112;Conversation Piece;Drama;1;No
1974;114;Conversation, The;Drama;59;Yes
1968;103;Coogan's Bluff;Action;57;No
1989;93;Cookie;Comedy;43;No
1967;127;Cool Hand Luke;Drama;49;Yes
1992;101;Cool World;Drama;44;No
1935;75;Count of Old Town, The;Comedy;72;No
1986;141;Courage;Drama;56;No
1990;93;Court-Martial of Jackie Robinson, The;Drama;33;No
1991;117;Courtship of Eddie's Father, The;Comedy;43;No
1989;110;Cousins;Comedy;28;No
1972;128;Cowboys, The;Western;58;No
1946;93;Crack-Up;Mystery;25;No
1984;92;Crackers;Action;17;No
1990;85;Crash & Burn;Science Fiction;75;No
1949;58;Crashing Thru;Western;19;No
1963;89;Crawling Hand, The;Science Fiction;79;No
1976;95;Creature from Black Lake;Horror;88;No
1982;120;Creepshow;Horror;70;No
1972;91;Cries & Whispers;Drama;18;Yes
1984;101;Crimes of Passion;Drama;4;No
1986;105;Crimes of the Heart;Comedy;84;No
1992;105;Crimson Pirate, The;Action;60;No
1946;93;Crisis;Drama;66;No
1948;88;Criss Cross;Drama;77;No
1986;99;Critical Condition;Comedy;41;No
1986;98;Crocodile Dundee;Comedy;66;No
1988;97;Crossing Delancey;Comedy;6;No
1980;93;Cry of the Innocent;Drama;13;No
1979;122;Cuba;Action;6;No
1972;92;Culpepper Cattle Company, The;Western;29;No
1991;102;Curly Sue;Comedy;2;No
1989;86;Cyborg;Action;31;No
1990;135;Cyrano de Bergerac;Drama;76;No
1956;106;D-Day, The Sixth of June;War;84;No
1988;76;Daffy Duck's Quackbusters;Action;68;No
1945;82;Dakota;Western;27;No
1990;181;Dances with Wolves;Western;8;Yes
1988;119;Dangerous Liaisons;Drama;77;No
1984;96;Dangerous Moves;Drama;7;Yes
1990;95;Dangerous Pursuit;Mystery;88;No
1953;96;Dangerous When Wet;Music;67;No
1982;136;Danton;Drama;5;No
1988;60;Daphnis & Chloe;Music;85;No
1988;90;Dark Age;Action;3;No
1940;95;Dark Command;Western;52;No
1965;122;Darling;Drama;44;Yes
1992;56;Dawn Rider, The;Western;44;No
1973;116;Day for Night;Drama;10;Yes
1974;144;Day of the Locust, The;Drama;81;No
1978;94;Days of Heaven;Drama;14;No
1990;107;Days of Thunder;Action;3;No
1989;96;Dead Calm;Mystery;1;No
1990;128;Dead Poets Society;Drama;8;Yes
1992;92;Dead Pool, The;Action;26;No
1988;117;Dead Ringers;Drama;29;No
1983;104;Dead Zone, The;Horror;79;No
1989;102;Dead-Bang;Action;9;No
1981;94;Deadline;Mystery;9;No
1973;105;Deadly Trackers;Western;54;No
1989;84;Dear America, Letters Home from Vietnam;War;57;No
1965;100;Dear Brigitte;Comedy;71;No
1992;103;Death Becomes Her;Drama;61;No
1985;135;Death of a Salesman;Drama;13;No
1991;115;Deceived;Mystery;55;No
1978;450;Holocaust;Drama;1;No
1988;103;Deceivers, The;Action;14;No
1989;81;Deep Cover;Mystery;15;No
1978;183;Deer Hunter, The;Drama;82;Yes
1991;112;Defending Your Life;Comedy;75;No
1992;96;Defense of the Realm;Drama;79;No
1991;99;Delicatessen;Comedy;78;No
1974;124;Dersu Uzala, (The Hunter);Adventure;81;Yes
1935;54;Desert Trail, The;Western;50;No
1958;114;Desire under the Elms;Drama;13;No
1954;110;Desiree;Drama;22;No
1957;153;Desk Set;Comedy;51;No
1990;106;Desperate Hours;Mystery;58;No
1985;104;Desperately Seeking Susan;Comedy;41;No
1943;99;Destroyer;Action;87;No
1992;83;Devil's Disciple, The;Mystery;65;No
1960;90;Devil's Eye, The;Drama;20;No
1949;78;Devil's Wanton, The;Drama;66;No
1971;111;Devils, The;Drama;69;No
1954;123;Dial M for Murder;Mystery;52;No
1988;93;Diamond Trap, The;Drama;58;No
1992;90;Diary of a Hitman;Drama;67;No
1990;105;Dick Tracy;Comedy;84;No
1973;106;Dillinger;Drama;83;No
1971;102;Dirty Harry;Drama;72;No
1987;86;Disorderlies;Comedy;69;No
1989;120;Do the Right Thing;Drama;5;No
1991;104;Doc Hollywood;Comedy;64;No
1955;90;Doctor at Sea;Comedy;83;No
1970;140;Dodesukaden;Drama;75;No
1991;95;Dogfight;Action;66;No
1988;85;Doin' Time on Planet Earth;Comedy;44;Yes
1938;74;Dollar;Drama;19;No
1926;126;Don Juan;Action;55;No
1963;109;Donovan's Reef;Comedy;62;No
1991;135;Doors, The;Drama;60;No
1992;85;Double Edge;Drama;69;No
1936;70;Doughnuts & Society;Comedy;28;No
1986;107;Down by Law;Comedy;49;No
1988;90;Dr Alien;Science Fiction;70;No
1989;86;Dracula's Widow;Horror;55;No
1991;145;Dragon Seed;Drama;34;No
1987;90;Dragonard;Drama;71;No
1992;84;Dragonfight;Drama;71;No
1955;86;Dreams;Drama;14;No
1987;97;Dreams Lost, Dreams Found;Drama;66;No
1984;99;Dreamscape;Science Fiction;63;No
1975;101;Driver's Seat, The;Drama;72;No
1989;99;Driving Miss Daisy;Drama;6;Yes
1992;121;Drowning by Numbers;Mystery;28;No
1993;90;Duel;Mystery;48;No
1986;107;Duet for One;Drama;82;No
1982;115;E. T. The Extra-Terrestrial;Science Fiction;8;Yes
1969;94;Easy Rider;Drama;36;No
1927;60;Easy Virtue;Mystery;45;No
1987;90;Eddie Murphy Raw;Comedy;51;No
1983;69;Eddie Murphy, Delirious;Comedy;6;No
1991;108;Edison the Man;Drama;19;No
1975;130;Eiger Sanction, The;Action;69;No
1992;100;Eighty-Four Charing Cross Road;Drama;9;No
1961;172;El Cid;Drama;10;No
1986;130;El Guerrero Solitario;Drama;77;No
1979;113;Electric Horseman, The;Comedy;34;No
1956;98;Elena & Her Men;Drama;33;No
1980;124;Elephant Man, The;Drama;3;Yes
1954;103;Elephant Walk;Drama;11;No
1967;90;Elvira Madigan;Drama;28;No
1987;90;Empire of Spiritual Ninja;Action;26;No
1987;153;Empire of the Sun;Drama;6;No
1980;124;Empire Strikes Back, The;Science Fiction;33;No
1993;75;Employee's Entrance;Drama;0;No
1987;60;Encounters;Drama;44;No
1990;102;End of Innocence, The;Drama;6;No
1981;115;Endless Love;Drama;20;No
1989;121;Enemies, a Love Story;Drama;5;No
1964;105;Ensign Pulver;Comedy;16;No
1978;90;Eraserhead;Horror;2;No
1990;59;Erasure, Live Wild!;Music;48;No
1989;104;Erik the Viking;Action;25;No
1979;112;Escape from Alcatraz;Drama;22;No
1952;110;Europa Fifty-One;Drama;34;No
1988;127;Everybody's All American;Romance;62;No
1973;91;Executive Action;Drama;6;No
1989;61;Exile in Concert;Music;12;No
1992;213;Exodus;Drama;13;No
1977;117;Exorcist II, The Heretic;Horror;29;No
1973;122;Exorcist, The;Horror;28;Yes
1962;123;Experiment in Terror;Mystery;77;No
1988;94;Experts, The;Comedy;67;No
1982;94;Eyes of the Amaryllis, The;Drama;70;No
1989;114;Fabulous Baker Boys, The;Drama;66;No
1988;65;Face at the Window, The;Horror;79;No
1987;86;Fair Game;Action;24;No
1985;131;Falcon & the Snowman, The;Drama;61;No
1964;188;Fall of the Roman Empire, The;Drama;62;No
1984;106;Falling in Love;Drama;31;No
1989;113;Family Business;Action;5;No
1982;188;Fanny and Alexander;Drama;81;Yes
1985;90;Fantasy Man;Comedy;82;No
1982;92;Fast Times at Ridgemont High;Comedy;65;No
1989;127;Fat Man & Little Boy;Drama;86;No
1987;120;Fatal Attraction;Mystery;61;No
1983;50;Father Murphy, A Horse from Heaven;Comedy;28;No
1991;87;Father's Little Dividend;Comedy;52;No
1979;90;Fawlty Towers, Gourmet Night, Waldorf Salad & The Kipper & the Corpse;Comedy;46;No
1954;81;Fear;Drama;69;No
1970;130;Fellini Satyricon;Drama;88;No
1990;97;Fellow Traveller;Drama;39;No
1986;103;Ferris Bueller's Day Off;Comedy;12;No
1961;113;Ferry to Hong Kong;Drama;77;No
1980;99;Ffolkes;Action;62;No
1980;100;Fiendish Plot of Dr. Fu Manchu, The;Comedy;29;No
1980;90;Fifth Floor, The;Mystery;74;No
1949;100;Fighting Kentuckian, The;Action;74;No
1944;100;Fighting Seabees, The;War;35;No
1947;58;Fighting Vigilantes, The;Western;21;No
1990;94;Final Alliance, The;Action;10;No
1992;125;Final Analysis;Drama;50;No
1980;92;Final Countdown, The;Action;35;No
1989;88;Final Notice;Mystery;88;No
1983;82;Final Terror, The;Horror;24;No
1989;89;Fire & Rain;Action;10;No
1986;103;Fire with Fire;Drama;9;No
1991;105;Fire, Ice & Dynamite;Action;72;No
1982;136;Firefox;Action;64;No
1987;91;Firehouse;Comedy;66;No
1968;73;Firemen's Ball, The;Comedy;8;No
1992;138;Fisher King, The;Drama;8;Yes
1991;98;Five Easy Pieces;Drama;2;No
1992;89;Flame & the Arrow, The;Action;0;No
1945;91;Flame of Barbary Coast;Western;54;No
1938;298;Flaming Frontiers;Western;82;No
1990;108;Flashback;Comedy;19;No
1991;111;Flatliners;Drama;19;No
1926;109;Flesh & the Devil, The;Drama;72;No
1991;115;Flight of the Intruder;Drama;51;No
1966;76;Flight to Fury;Action;70;No
1986;96;Fly, The;Horror;33;No
1951;102;Flying Leathernecks;Action;23;No
1942;101;Flying Tigers;Action;61;No
1991;130;For a Few Dollars More;Westerns;34;No
